data_shopid,shop_name,recommend_dishes,shop_link,star_score,score_text,price,region,category,desc_addr_txt,reviews,address,biz_time,updated_at
G1EXCmVtLx2lY47I, 苏帮袁Sue Cuisine(将台店), 油焖熊猫笋、 文火清炖狮子头、 葱油拌面, https://www.dianping.com/shop/G1EXCmVtLx2lY47I, 4.8, "口味:4.8 环境:4.8 服务:4.8", ¥165/人, 酒仙桥, 淮扬菜, 距地铁将台西站B口步行690m, 11225, 将台路6号丽都广场院内(伊顿幼儿园斜对面), 10:30-21:30, 2025-11-13T13:53:14+08:00
k1KtXcqmtdp3XilQ, 俄士厨房(五棵松华熙LIVE店), 罐牛、 鸡肉串、 肉酱面, https://www.dianping.com/shop/k1KtXcqmtdp3XilQ, 4.6, "口味:4.6 环境:4.7 服务:4.6", ¥140/人, 五棵松, 俄罗斯菜, 距地铁五棵松地铁站B1口(东北口)400m, 31572, 复兴路69号院五棵松华熙北区下沉广场008室（临近宜家家居、费大厨隔壁）, 11:00-22:00, 2025-11-13T13:53:32+08:00
H1QSH7rANAGjMVqT, 果园西餐厅, 餐前面包、 奶油蘑菇汤、 西冷牛排, https://www.dianping.com/shop/H1QSH7rANAGjMVqT, 4.8, "口味:4.8 环境:4.8 服务:4.8", ¥216/人, 马泉营, 西餐, 距地铁15号线马泉营站B东北口步行1.4km, 5892, 顺白路何各庄村红砖美术馆对面, 10:00-20:30, 2025-11-13T13:53:51+08:00
G7Uv5jp1mP1C6SlN, 罗兰湖餐厅, 大蒜牛扒、 牛油果鲜虾沙拉、 烤鳗鱼, https://www.dianping.com/shop/G7Uv5jp1mP1C6SlN, 4.7, "口味:4.6 环境:4.8 服务:4.7", ¥187/人, 酒仙桥, 创意菜, 距地铁将台西站B口步行330m, 21863, 芳园西路6号丽都公园内, 11:00-22:00, 2025-11-13T13:54:10+08:00
H5KfCYhiVwAZDQLh, 翠园(北京国贸商城店), 101 鲜果拿破仑、 翠园菠萝包、 脆皮牛坑腩, https://www.dianping.com/shop/H5KfCYhiVwAZDQLh, 4.3, "口味:4.3 环境:4.7 服务:4.4", ¥232/人, 国贸/建外, 粤菜馆, 距地铁10号线国贸站E2西北口步行180m, 9183, 建国门外大街1号国贸商城南区五层SL5001-SL5004、SL5012-SL5013, 11:00-15:00、 17:00-22:00, 2025-11-13T13:54:27+08:00
l3Ams6b0xX9Dfg5z, 逗葉茶事·新中式茶饮(创始店), 茉莉青砖、 招牌茉莉奶盖、 茉莉小青柑, https://www.dianping.com/shop/l3Ams6b0xX9Dfg5z, 4.8, "口味:4.8 环境:4.8 服务:4.7", ¥26/人, 望京, 茶饮果汁, 距地铁15号线望京站A西北口步行800m, 4535, 望京西园二区京电底商综合楼1(1层008)室（张一元茶庄）, 09:00-21:00, 2025-11-13T13:54:47+08:00
H5B4OsRxDyVni3Oj, Q MEX 库迈墨西哥餐吧(三里屯店), 加州风格墨西哥卷、 鲜虾脆皮塔可、 taco, https://www.dianping.com/shop/H5B4OsRxDyVni3Oj, 4.6, "口味:4.6 环境:4.6 服务:4.5", ¥135/人, 三里屯/工体, 西餐, 距地铁3号线团结湖站H口步行370m, 17703, 工人体育场北路工体北路4号院80号楼1层107室, 11:00-24:00, 2025-11-13T13:55:05+08:00
k7RojXV9Rmv735Vk, 同香荟, 普宁豆腐、 玻璃乳鸽、 港式崩砂腩拼牛杂, https://www.dianping.com/shop/k7RojXV9Rmv735Vk, 4.7, "口味:4.8 环境:4.7 服务:4.7", ¥150/人, 国展, 潮汕菜, 距地铁15号线国展站A西北口步行1.4km, 2386, 天竺地区裕丰路1号 同里市集108号底商, 11:00-21:00, 2025-11-13T13:55:22+08:00
k21uortHHO32hNFu, Tomacado花厨(王府中環旗舰店), 香草烤三黄鸡、 花厨特色蜂蜜烤南瓜沙拉、 蓝蝴蝶, https://www.dianping.com/shop/k21uortHHO32hNFu, 4.6, "口味:4.6 环境:4.7 服务:4.7", ¥210/人, 王府井/东单, 西餐, 距地铁8号线王府井站E3东北口步行280m, 32914, 王府井大街269号王府中环东座4层416号商铺, 11:00-22:00, 2025-11-13T13:55:38+08:00
G5u1Bn20O6a3o5X0, 老井俄式餐厅, 罐焖牛肉、 男孩沙拉、 红菜汤, https://www.dianping.com/shop/G5u1Bn20O6a3o5X0, 4.8, "口味:4.8 环境:4.8 服务:4.8", ¥122/人, 东直门, 俄罗斯菜, 距南馆公园20m, 27662, 西羊管胡同甲1号（北新桥派出所斜对面）, 10:30-23:00, 2025-11-13T13:55:53+08:00
Havmj2efxGZ8Akj8, 后海16号·北京私房菜, 海盐牛肉粒、 Y先生的皮皮虾(大份)、 脆筒龙虾卷, https://www.dianping.com/shop/Havmj2efxGZ8Akj8, 4.0, "口味:4.0 环境:4.2 服务:4.1", ¥90/人, 后海/什刹海, 私房菜, 距地铁8号线什刹海站出入口步行420m, 8697, 什刹海银锭桥（什刹海银锭桥西南侧50米大金丝胡同4号）, 11:30-14:00、 17:00-22:00, 2025-11-13T13:56:11+08:00
G4wbbRRWVWqvbKCh, 苏帮袁Sue Cuisine(朝阳大悦城店), 蟹粉汤包、 杏仁豆腐、 糖醋小排, https://www.dianping.com/shop/G4wbbRRWVWqvbKCh, 4.7, "口味:4.7 环境:4.8 服务:4.7", ¥131/人, 青年路, 淮扬菜, 距地铁青年路站B东北口步行80m, 16852, 朝阳北路朝阳大悦城7层拾间主题区7F-26号, 10:30-21:30, 2025-11-13T13:56:26+08:00
l8mZaUXS5987b0ee, 七星园蒸汽海鲜·老川菜(慈云寺店), 海白虾、 扇贝、 蒸汽海鲜, https://www.dianping.com/shop/l8mZaUXS5987b0ee, 4.8, "口味:4.8 环境:4.8 服务:4.8 食材:4.9", ¥138/人, 慈云寺/八里庄, 海鲜, 距地铁四惠站E北口步行960m, 15841, 慈云寺东路住邦2000商务中心东门南行100米路西（芳草地国际学校远洋小学旁）, 11:00-14:30、 16:30-21:30, 2025-11-13T13:56:43+08:00
l2ISXM62kqPnGtPp, 福楼法餐厅FLO, 惠灵顿牛排、 爱丽舍黑松露酥皮汤、 法式焗蜗牛伊斯尼香草黄油, https://www.dianping.com/shop/l2ISXM62kqPnGtPp, 4.6, "口味:4.6 环境:4.8 服务:4.7", ¥573/人, 三元桥/霄云路, 法国菜, 距地铁12号线三元桥站F口步行1.2km, 11586, 霄云路18号（京润水上花园别墅旁）, 11:30-14:30、 17:30-22:00, 2025-11-13T13:57:00+08:00
k69K7CKlLtfWW5Qb, 第六季自助餐厅(北太平庄店), 鲜活鲍鱼、 海南空运水果、 香煎三文鱼, https://www.dianping.com/shop/k69K7CKlLtfWW5Qb, 4.1, "口味:4.1 环境:4.2 服务:4.3 品种:4.5", ¥349/人, 牡丹园/北太平庄, 海鲜自助, 距地铁19号线北太平庄站B口步行430m, 41162, 北太平庄路25号豪威大厦1、2层, 11:00-14:00、 17:00-21:00, 2025-11-13T13:57:16+08:00
k4Zo9J8DprykkUlR, 鸿宾楼(朝阳门店), 红烧牛尾、 砂锅羊头、 芫爆散丹, https://www.dianping.com/shop/k4Zo9J8DprykkUlR, 4.6, "口味:4.7 环境:4.7 服务:4.7", ¥145/人, 悠唐生活广场, 京菜, 距地铁2号线朝阳门站A东北口步行530m, 19641, 朝外南街20号联合大厦2层203号, 11:00-14:30、 17:00-21:30, 2025-11-13T13:57:30+08:00
k8mGJsuDkESayEQX, 椒鸣椒麻小馆·新疆菜(五道口创始店), 椒鸣凤仪椒麻鸡、 椒鸣馕炒包包菜、 椒鸣招牌辣爆小公鸡拌面, https://www.dianping.com/shop/k8mGJsuDkESayEQX, 4.5, "口味:4.5 环境:4.3 服务:4.5", ¥79/人, 五道口, 新疆菜, 距地铁13号线五道口站A北口步行80m, 29986, 成府路29号五道口购物中心对面国际食尚苑A区1期3层冯三娘跷脚牛肉旁边透明电梯上三楼（临近北京大学、清华大学、北京语言大学、中国矿业大学、北京林业大学）, 10:30-21:30, 2025-11-13T13:57:47+08:00
l3wcFXESWeTrFO75, 晟永興烤鸭店(五道口店), 松露焗大虾球、 鱼子酱烤鸭1只、 芥末鸭掌, https://www.dianping.com/shop/l3wcFXESWeTrFO75, 4.9, "口味:4.9 环境:4.9 服务:4.9", ¥198/人, 五道口, 烤鸭, 距地铁15号线北沙滩站C东南口步行1.4km, 10029, 志新路二里庄35号楼, 11:00-21:00, 2025-11-13T13:58:04+08:00
k2Y8ZF09ZvjPPsYc, 烧将居酒屋(华熙旗舰店), 鹅肝手握不住、 烧将牛油寿喜锅、 牛舌串, https://www.dianping.com/shop/k2Y8ZF09ZvjPPsYc, 4.0, "口味:4.0 环境:4.3 服务:4.2 食材:4.5", ¥108/人, 五棵松, 日本料理, 距地铁五棵松站出入口步行200m, 13886, 复兴路69号华熙Live五棵松130号（近蜀主成都串串酒馆、聚点串吧）, 11:00-23:00, 2025-11-13T13:58:20+08:00
l59zPi4hQQNZTJ9Y, 泰合院(月坛店), 招牌咖喱皇马来虾、 冬阴功汤、 印尼虾片, https://www.dianping.com/shop/l59zPi4hQQNZTJ9Y, 4.8, "口味:4.9 环境:4.8 服务:4.8", ¥118/人, 月坛, 泰国菜, 距地铁16号线玉渊潭东门站C东南口步行1.0km, 18666, 月坛南街30号京饮华天商厦2层（味多美蛋糕旁、近超市入口）, 10:30-21:00, 2025-11-13T13:58:38+08:00
Gaah4XjCCCjzfIUI, 捞王锅物料理(王府井apm店), 胡椒猪肚鸡·、 绣球豆腐、 手工鲜虾滑, https://www.dianping.com/shop/Gaah4XjCCCjzfIUI, 4.8, "口味:4.8 环境:4.8 服务:4.8 食材:4.8", ¥105/人, 王府井/东单, 猪肚鸡火锅, 距地铁8号线金鱼胡同站出入口步行140m, 13369, 王府井大街138号新东安广场APM5层532-535号, 11:00-22:00, 2025-11-13T13:58:53+08:00
Ha8aZQhqlyFaXRR4, 格鲁·秀色Georgia’s Feast, 阿扎尔哈恰普里格鲁吉亚奶酪饼、 格鲁吉亚麻排、 奇克美露里, https://www.dianping.com/shop/Ha8aZQhqlyFaXRR4, 4.8, "口味:4.8 环境:4.8 服务:4.8", ¥207/人, 北新桥/簋街, 西餐, 距地铁2号线东直门站A西北口步行520m, 11654, 东直门内大街9号NAGA上院1号楼1层101-102, 11:30-24:00, 2025-11-13T13:59:13+08:00
k1cKqNxd7iicyX2H, 聚德楼饭庄(劲松店), 酱爆肉丁、 菊花酸菜炉肉热锅、 玫瑰饼, https://www.dianping.com/shop/k1cKqNxd7iicyX2H, 4.7, "口味:4.7 环境:4.7 服务:4.7", ¥173/人, 劲松/潘家园, 京菜, 距地铁10号线劲松站B东北口步行380m, 13507, 东三环南路乙52号顺迈金钻国际商务中心南侧底商（宝岛眼镜旁）, 10:00-22:00, 2025-11-13T13:59:30+08:00
k1pwtLDmRQ6LM0Jn, 一阳寿司(麦子街店), 手握寿司、 鹅肝握寿司、 刺身拼盘, https://www.dianping.com/shop/k1pwtLDmRQ6LM0Jn, 4.9, "口味:4.9 环境:4.8 服务:4.9 食材:4.9", ¥656/人, 亮马桥/三元桥, 寿司, 距地铁10号线亮马桥站C东南口步行560m, 3624, 麦子店街三十九号Y108（三全公寓对面、富驿时尚酒店往西三十米）, 11:30-13:30、 17:30-21:30, 2025-11-13T13:59:48+08:00
G5qGRufZm771DB7W, HAN JIMMY芝士铁板鸡(三里屯店), 瀑布芝士铁板鸡、 春川铁板鸡、 酸甜解腻的乌梅汁, https://www.dianping.com/shop/G5qGRufZm771DB7W, 4.5, "口味:4.5 环境:4.6 服务:4.6", ¥95/人, 三里屯/工体, 韩式料理, 距地铁工人体育场地铁站C口170m, 17331, 幸福村中路海隆石油大厦北侧1层106号底商（近地铁工人体育场站C口）, 11:00-22:00, 2025-11-13T14:00:07+08:00
H3yZ4sHlrujRKgbC, 锦府盐帮·李宅(领展购物广场中关村店), 退秋鱼（一条）、 徐家口口脆、 徐妈米粑, https://www.dianping.com/shop/H3yZ4sHlrujRKgbC, 4.8, "口味:4.8 环境:4.8 服务:4.8", ¥105/人, 中关村, 川菜馆, 距地铁4/10号线海淀黄庄站A2西北口步行320m, 18843, 丹棱街甲1号领展购物广场中关村6层605号, 11:00-14:30、 16:30-21:00, 2025-11-13T14:00:24+08:00
k3tQJuwfYgmUG0bV, Tomacado花厨(朝阳大悦城店), 香草烤三黄鸡、 蜂蜜烤南瓜沙拉、 花厨特色班尼迪克蛋, https://www.dianping.com/shop/k3tQJuwfYgmUG0bV, 4.4, "口味:4.3 环境:4.6 服务:4.5", ¥195/人, 青年路, 西餐, 距地铁青年路站出入口步行380m, 17288, 朝阳北路101号朝阳大悦城9层905号（近1层Apple零售店、近4号电梯）, 11:00-22:00, 2025-11-13T14:00:40+08:00
l9uWjvrNWLjGdVio, 外婆家(北京王府井APM店), 植物四宝、 非一般海鲈鱼、 想吃口水鸡, https://www.dianping.com/shop/l9uWjvrNWLjGdVio, 3.9, "口味:3.9 环境:3.9 服务:3.9", ¥54/人, 王府井/东单, 浙菜, 距地铁8号线金鱼胡同站出入口步行290m, 18003, 王府井大街138号北京apm6层, 10:30-21:00, 2025-11-13T14:01:00+08:00
k781X33s8eEclUhe, 燕郊烧鸽子(和众店), 黄泥烧鸽子、 晾衣大饼、 东北大拉皮, https://www.dianping.com/shop/k781X33s8eEclUhe, 4.7, "口味:4.7 环境:4.7 服务:4.7", ¥101/人, 百子湾, 东北菜, 距地铁14号线平乐园站C东南口步行1.4km, 29006, 东四环中路16号（窑洼湖桥东北角）, 10:30-22:00, 2025-11-13T14:01:18+08:00
k1XRkznatPIpO82Q, DUFF LANGE杜夫朗格蛋糕, 梅拉伦湖的圣诞夜、 梦中的婚礼、 克里斯蒂娜心形线, https://www.dianping.com/shop/k1XRkznatPIpO82Q, 4.8, "口味:4.8 环境:4.8 服务:4.8", ¥149/人, 酒仙桥, 面包蛋糕, 距地铁高家园站B口步行740m, 9422, 酒仙桥路798艺术区大千当代艺术中心二层, 11:00-19:00, 2025-11-13T14:01:35+08:00
k1rDT98q8Uey82Ap, 泰合小馆·烤鸭·北京菜(三里屯店), 传承秘制土猪肘子卷饼、 干烧大黄鱼、 干炸土猪肉丸子, https://www.dianping.com/shop/k1rDT98q8Uey82Ap, 4.8, "口味:4.8 环境:4.8 服务:4.8", ¥111/人, 三里屯/工体, 京菜, 距地铁东大桥站B东北口步行730m, 3629, 南三里屯路16号北京泰悦豪庭公寓南大堂1层东侧107室, 11:00-14:00、 17:00-21:30, 2025-11-13T14:01:50+08:00
l9HljcuFiAHuRMjp, 高兴火锅(知春路总店), 巴蜀嫩牛肉、 手打黑虎虾滑、 高兴布袋, https://www.dianping.com/shop/l9HljcuFiAHuRMjp, 4.8, "口味:4.8 环境:4.8 服务:4.8 食材:4.9", ¥105/人, 知春路, 四川火锅, 距地铁10号线知春路站G1东南口步行400m, 16984, 知春路甲20号2层（知春路地铁站G1东南口步行370米）, 10:30-24:00, 2025-11-13T14:02:07+08:00
k4tnGt1lsgtmoMen, 鲜牛记潮汕牛肉火锅(亚运村鸟巢店), 潮汕牛肉火锅、 匙仁、 鲜牛肉, https://www.dianping.com/shop/k4tnGt1lsgtmoMen, 4.7, "口味:4.7 环境:4.6 服务:4.7 食材:4.8", ¥95/人, 亚运村, 潮汕牛肉火锅, 距地铁15号线安立路站C东南口步行790m, 19080, 亚运村安慧北里安园8号楼1-5层内1层101室（鸟巢水立方国家体育中心奥林匹克森林公园南城香隔壁）, 11:00-24:00, 2025-11-13T14:02:23+08:00
H2mWF5RSGa7oluOa, Q MEX 库迈墨西哥餐吧(双井店), 多汁墨西哥卷、 鲜虾脆皮塔可、 牛油果玉米片, https://www.dianping.com/shop/H2mWF5RSGa7oluOa, 4.8, "口味:4.7 环境:4.8 服务:4.7", ¥130/人, 双井, 西餐, 距地铁10号线双井站B2东北口步行40m, 9046, 东三环中路22号楼一层1-05号, 11:00-22:00, 2025-11-13T14:02:39+08:00
H1VxDTW6es76OBCP, The Georg(东华门店), 紐約芝士蛋糕、 牛排、 餐前面包酱, https://www.dianping.com/shop/H1VxDTW6es76OBCP, 4.6, "口味:4.5 环境:4.8 服务:4.6", ¥894/人, 东城区, 西餐, 距地铁8号线金鱼胡同站C西南口步行680m, 3928, 东华门大街95号, 12:00-22:30, 2025-11-13T14:02:57+08:00
G88Lk9gyE1WaSBlx, 青梅煮酒肆·无国界料理, 半熟牛肉、 三文鱼、 豆腐沙拉, https://www.dianping.com/shop/G88Lk9gyE1WaSBlx, 4.5, "口味:4.5 环境:4.7 服务:4.6 食材:4.7", ¥165/人, 五道口, 日本料理, 距地铁学知园站D口步行1.1km, 7820, 林业大学北路35号（门口有车位、也可代客泊车）, 11:00-14:00、 17:00-23:00, 2025-11-13T14:03:13+08:00
G4VcEomHPXvklsBN, Green Option(官舍店), 烤苹果布里芝士沙拉、 豆腐马蹄虾糕、 蜂蜜菲达杏鲍菇, https://www.dianping.com/shop/G4VcEomHPXvklsBN, 4.6, "口味:4.6 环境:4.6 服务:4.6", ¥92/人, 亮马桥/三元桥, 轻食沙拉, 距地铁10号线亮马桥站B东北口步行330m, 5258, 东方东路19号1号楼会所41号, 10:00-21:00, 2025-11-13T14:03:29+08:00
G91VrQH06SeA0DWJ, 烤五行·烧烤烤串(石佛营店), 剥皮虾、 烤羊肉串、 酱鸡爪, https://www.dianping.com/shop/G91VrQH06SeA0DWJ, 4.5, "口味:4.6 环境:4.2 服务:4.5 食材:4.7", ¥81/人, 石佛营, 烤串, 距润泰洋行270m, 6915, 石佛营路八里庄北里129号院10-20号, 16:00开始营业, 2025-11-13T14:03:48+08:00
l3eowm3MJFbWbXEp, 小大董·烤鸭(五棵松店), “酥不腻”烤鸭、 冰淇淋、 小大董鸭汤, https://www.dianping.com/shop/l3eowm3MJFbWbXEp, 4.1, "口味:4.1 环境:4.3 服务:4.2", ¥110/人, 五棵松, 烤鸭, 距地铁五棵松站出入口步行570m, 21529, 复兴路69号五棵松华熙LIVE商区东区B1层, 11:00-21:30, 2025-11-13T14:04:05+08:00
k3e5f9JzcJRksSlT, 行运海鲜食集(北京首店), 花胶鸡锅底、 鲜活罗氏虾、 鲜活大鲍鱼, https://www.dianping.com/shop/k3e5f9JzcJRksSlT, 4.4, "口味:4.5 环境:4.4 服务:4.3 食材:4.7", ¥126/人, 三元桥/霄云路, 海鲜火锅, 距地铁10号线亮马桥站出入口步行1.1km, 13275, 三元里街如家酒店隔壁, 11:00-14:00、 17:00-次日03:00, 2025-11-13T14:04:21+08:00
k78PJoSMC0m1luzN, 九本居酒屋(中关村店), 极上炭烤鳗鱼、 厚切三文鱼、 海胆酱焗牛油梨, https://www.dianping.com/shop/k78PJoSMC0m1luzN, 4.8, "口味:4.8 环境:4.8 服务:4.8 食材:4.8", ¥152/人, 中关村, 日本料理, 距地铁10号线知春里站A西北口步行960m, 10550, 中关村南三街6号中科资源大厦1层（停车方便）, 11:00-14:00、 17:00-次日01:00, 2025-11-13T14:04:37+08:00
G2JNLPBhLZZP5PgU, 好肋X嘚肋餐厅(三元桥店), BBQ，1/4整猪肋骨、 香肠拼盘，标准份、 缤纷牛油果沙拉, https://www.dianping.com/shop/G2JNLPBhLZZP5PgU, 4.8, "口味:4.8 环境:4.6 服务:4.8", ¥117/人, 亮马桥/三元桥, 融合烤肉, 距地铁12号线三元桥站G口步行730m, 3147, 东三环北路秋果美食街19号, 11:00-14:30、 17:00-22:30, 2025-11-13T14:04:56+08:00
l13vtQBNv47PsZAH, 珍滋味海鲜粥火锅(工体店), 鬼马酿油条、 瑶柱粥底、 自制海鲜酱油, https://www.dianping.com/shop/l13vtQBNv47PsZAH, 4.9, "口味:4.9 环境:4.8 服务:4.9 食材:4.9", ¥238/人, 三里屯/工体, 海鲜火锅, 距地铁工人体育场站F口步行290m, 9502, 工人体育场东路丙2号中国红街3号楼2层, 11:30-次日03:00, 2025-11-13T14:05:14+08:00
l3udeRQsaA9JBfYk, bluefrog蓝蛙(国贸商城店), 摩天牛肉汉堡、 大虾芒果色拉、 香浓蘑菇牛肉汉堡配番薯条, https://www.dianping.com/shop/l3udeRQsaA9JBfYk, 4.7, "口味:4.7 环境:4.8 服务:4.7", ¥154/人, 国贸/建外, 西餐, 距地铁10号线国贸站E2西北口步行380m, 13247, 建外街道建国门外大街1号国贸商城北区六层NL6005(国贸商城北区六层观景平台), 10:30-23:00, 2025-11-13T14:05:32+08:00
G31F0TZjdanAtkqa, 伊豆野菜村(枫蓝国际店), 寿喜锅、 上脑、 牛肩, https://www.dianping.com/shop/G31F0TZjdanAtkqa, 4.4, "口味:4.4 环境:4.5 服务:4.4 食材:4.7", ¥158/人, 北下关, 日式火锅, 位于枫蓝国际购物中心内, 7705, 北太平庄街道西直门北大街32号院(枫蓝国际购物中心三层), 11:00-14:00、 17:00-21:30, 2025-11-13T14:05:49+08:00
H7QlHXJb0bovbqOL, 重八牛府之小刀牛试(魏公村店), 客家招牌手打牛腿丸子、 重八特色秘制小料、 重八秘制红油骨汤牛丸鸳鸯锅, https://www.dianping.com/shop/H7QlHXJb0bovbqOL, 4.6, "口味:4.6 环境:4.4 服务:4.6 食材:4.7", ¥96/人, 魏公村, 重庆火锅, 距地铁人民大学站F口步行200m, 31395, 中关村南大街2号华宇时尚购物中心夹层, 11:00-22:00, 2025-11-13T14:06:07+08:00
H1Wm3aP03WTheO7Y, 街边儿牛肉串(望京麒麟社店), 炭烤街边儿肥瘦、 真正烤冷面、 掌中宝, https://www.dianping.com/shop/H1Wm3aP03WTheO7Y, 4.7, "口味:4.7 环境:4.6 服务:4.7 食材:4.8", ¥97/人, 望京, 烤串, 距地铁14号线阜通地铁站B1口(东北口)690m, 11171, 望京街合生麒麟社1层101室(星巴克通道向里走100米WARAWARA旁)。, 11:00-14:00、 17:00-次日02:00, 2025-11-13T14:06:25+08:00
GafutQY17CP3Xkkr, 金福源铁板烧(金融街西四庭院店), 三文鱼、 海胆、 牡丹虾, https://www.dianping.com/shop/GafutQY17CP3Xkkr, 4.5, "口味:4.6 环境:4.6 服务:4.6", ¥398/人, 西单, 铁板烧自助, 距地铁4号线西四站D西南口步行450m, 14016, 阜成门内大街甲92号朗丽兹酒店院内（国土资源部西60米）, 11:00-14:00、 17:00-22:00, 2025-11-13T14:06:42+08:00
H11a6UzHyH3n2hsT, 老吉堂上海本帮菜(工体店), 外婆红烧肉、 本帮炒鳝糊、 葱油拌面, https://www.dianping.com/shop/H11a6UzHyH3n2hsT, 4.8, "口味:4.8 环境:4.8 服务:4.8", ¥181/人, 三里屯/工体, 本帮菜, 距地铁东大桥站A西北口步行550m, 12584, 工人体育场南路15号, 11:00-22:00, 2025-11-13T14:06:58+08:00
Ga7lwDnocjWVixSk, 亦·Garden空中花园餐厅, 素食牛油果藜麦沙拉、 餐前面包、 德式香肠拼盘, https://www.dianping.com/shop/Ga7lwDnocjWVixSk, 4.8, "口味:4.7 环境:4.8 服务:4.8", ¥150/人, 亦庄, 西餐, 距地铁亦庄线荣京东街站A1北口步行380m, 5092, 荣华中路22号院亦城财富中心B座底商1-2层106, 11:30-14:00、 17:00-22:00, 2025-11-13T14:07:14+08:00
H5n04jeANox2b7kT, 蘭頌餐厅, 餐前面包、 银鳕鱼、 菲力, https://www.dianping.com/shop/H5n04jeANox2b7kT, 4.8, "口味:4.8 环境:4.8 服务:4.8", ¥1701/人, 酒仙桥, 西餐, 距地铁将台西站A口步行430m, 1369, 将台西路2号院文心华策影视中心盈享空间2号楼一层, 11:30-14:30、 17:30-22:00, 2025-11-13T14:07:30+08:00
l6BGXWzZlAinVkBF, 蔡澜点心·粤菜(西直门凯德店), 酥皮山楂叉烧包、 赛螃蟹凤眼饺、 黑金流沙包, https://www.dianping.com/shop/l6BGXWzZlAinVkBF, 4.6, "口味:4.6 环境:4.6 服务:4.6", ¥88/人, 西直门/动物园, 粤菜馆, 距北京北站步行290m, 26469, 西直门外大街1号凯德MALL01-47, 08:00-24:00, 2025-11-13T14:07:48+08:00
H1X3sINYzhK0KVRX, 姆们M Sweetie Cake(三里屯店), 魅影红丝绒蛋糕、 莫吉托蛋糕、 魅惑红丝绒蛋糕切块, https://www.dianping.com/shop/H1X3sINYzhK0KVRX, 4.6, "口味:4.6 环境:4.6 服务:4.6", ¥83/人, 三里屯/工体, 面包蛋糕, 距地铁工人体育场站C口步行710m, 13003, 三里屯街道新东路首开铂郡5号楼1-022（首开铂郡北区北门）, 09:00-22:00, 2025-11-13T14:08:05+08:00
HaMZOo0KTta0t1ld, 伊豆野菜村(合景·摩方店), 和牛、 寿喜烧、 大福, https://www.dianping.com/shop/HaMZOo0KTta0t1ld, 4.7, "口味:4.7 环境:4.6 服务:4.7 食材:4.8", ¥158/人, 崇文门, 日式火锅, 距地铁5号线崇文门站H西南口步行150m, 9632, 崇文门外大街1号合景摩方大厦L6-03/04号, 11:00-14:00、 17:00-21:30, 2025-11-13T14:08:21+08:00
k7E6uNvgkc3J1hcs, 沃夫冈牛排馆Wolfgang’s Steakhouse(三里屯店), 大里脊牛排、 肉眼牛排、 蟹肉饼, https://www.dianping.com/shop/k7E6uNvgkc3J1hcs, 4.7, "口味:4.7 环境:4.8 服务:4.8 食材:4.9", ¥600/人, 三里屯/工体, 牛排, 距地铁10号线团结湖站出入口步行270m, 9224, 工体北路甲2号盈科中心西南侧捌坊一层, 11:30-22:00, 2025-11-13T14:08:39+08:00
